
BlockPath,BlockType,ParamContext,ParamName,ParamValue
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Matrix Concatenate1,Concatenate,,Position,"[90, 44, 130, 131]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Matrix Concatenate1,Concatenate,,ZOrder,204
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Matrix Concatenate1,Concatenate,,Mode,Multidimensional array
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Matrix Concatenate1,Concatenate,,ConcatenateDimension,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Matrix Concatenate2,Concatenate,Block,BlockType,Concatenate
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Matrix Concatenate2,Concatenate,,Position,"[170, -67, 210, 142]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Matrix Concatenate2,Concatenate,,ZOrder,205
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Matrix Concatenate2,Concatenate,,Mode,Multidimensional array
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx,SubSystem,Block,BlockType,SubSystem
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx,SubSystem,,Position,"[-65, -11, 0, 21]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx,SubSystem,,ZOrder,199
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx,SubSystem,,ContentPreviewEnabled,on
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/a,Inport,Block,BlockType,Inport
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/a,Inport,,Position,"[-5, 58, 25, 72]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/a,Inport,,ZOrder,177
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/a,Inport,PortProperties/Port[out:1],PropagatedSignals,rg
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Constant,Constant,Block,BlockType,Constant
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Constant,Constant,,Position,"[190, 7, 230, 23]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Constant,Constant,,ZOrder,182
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Constant,Constant,,Value,0
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Constant1,Constant,Block,BlockType,Constant
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Constant1,Constant,,Position,"[190, 107, 230, 123]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Constant1,Constant,,ZOrder,187
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Constant1,Constant,,Value,0
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Constant2,Constant,Block,BlockType,Constant
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Constant2,Constant,,Position,"[190, 207, 230, 223]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Constant2,Constant,,ZOrder,188
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Constant2,Constant,,Value,0
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Create 3x3 Matrix,Reference,Block,BlockType,Reference
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Create 3x3 Matrix,Reference,,Position,"[270, 2, 325, 228]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Create 3x3 Matrix,Reference,,ZOrder,111
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Create 3x3 Matrix,Reference,,LibraryVersion,13.0
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Create 3x3 Matrix,Reference,,SourceBlock,sharedutil/Create 3x3 Matrix
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Create 3x3 Matrix,Reference,,SourceType,Create 3x3 Matrix
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Create 3x3 Matrix,Reference,InstanceData,RTWMemSecFuncInitTerm,Inherit from model
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Create 3x3 Matrix,Reference,InstanceData,RTWMemSecFuncExecute,Inherit from model
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Create 3x3 Matrix,Reference,InstanceData,RTWMemSecDataConstants,Inherit from model
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Create 3x3 Matrix,Reference,InstanceData,RTWMemSecDataInternal,Inherit from model
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Create 3x3 Matrix,Reference,InstanceData,RTWMemSecDataParameters,Inherit from model
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Create 3x3 Matrix,Reference,InstanceData,ContentPreviewEnabled,on
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Create 3x3 Matrix,Reference,InstanceData,aMode,aMode
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Demux,Demux,Block,BlockType,Demux
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Demux,Demux,,Position,"[120, 28, 125, 102]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Demux,Demux,,ZOrder,184
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Demux,Demux,,Outputs,3
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Demux1,Demux,Block,BlockType,Demux
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Demux1,Demux,,Position,"[120, 128, 125, 202]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Demux1,Demux,,ZOrder,189
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Demux1,Demux,,Outputs,3
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Gain,Gain,Block,BlockType,Gain
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Gain,Gain,,Position,"[60, 150, 90, 180]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Gain,Gain,,ZOrder,190
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/Gain,Gain,,Gain,-1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/S,Outport,Block,BlockType,Outport
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/S,Outport,,Position,"[360, 108, 390, 122]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Smtrx/S,Outport,,ZOrder,181
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Transpose,Reference,Block,BlockType,Reference
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Transpose,Reference,,Position,"[30, -10, 60, 20]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Transpose,Reference,,ZOrder,336
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Transpose,Reference,,LibraryVersion,9.1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Transpose,Reference,,SourceBlock,matrix_library/Transpose
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Transpose,Reference,,SourceType,Transpose
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Transpose,Reference,InstanceData,RTWMemSecFuncInitTerm,Inherit from model
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Transpose,Reference,InstanceData,RTWMemSecFuncExecute,Inherit from model
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Transpose,Reference,InstanceData,RTWMemSecDataConstants,Inherit from model
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Transpose,Reference,InstanceData,RTWMemSecDataInternal,Inherit from model
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Transpose,Reference,InstanceData,RTWMemSecDataParameters,Inherit from model
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/Transpose,Reference,InstanceData,ContentPreviewEnabled,on
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/H,Outport,Block,BlockType,Outport
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/H,Outport,,Position,"[250, 33, 280, 47]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO/H,Outport,,ZOrder,201
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transpose,Reference,Block,BlockType,Reference
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transpose,Reference,,Position,"[715, 395, 745, 425]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transpose,Reference,,ZOrder,337
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transpose,Reference,,LibraryVersion,9.1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transpose,Reference,,SourceBlock,matrix_library/Transpose
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transpose,Reference,,SourceType,Transpose
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transpose,Reference,InstanceData,RTWMemSecFuncInitTerm,Inherit from model
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transpose,Reference,InstanceData,RTWMemSecFuncExecute,Inherit from model
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transpose,Reference,InstanceData,RTWMemSecDataConstants,Inherit from model
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transpose,Reference,InstanceData,RTWMemSecDataInternal,Inherit from model
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transpose,Reference,InstanceData,RTWMemSecDataParameters,Inherit from model
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transpose,Reference,InstanceData,ContentPreviewEnabled,on
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transpose1,Reference,Block,BlockType,Reference
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transpose1,Reference,,Position,"[800, 910, 830, 940]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transpose1,Reference,,ZOrder,483
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transpose1,Reference,,LibraryVersion,9.1
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transpose1,Reference,,SourceBlock,matrix_library/Transpose
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transpose1,Reference,,SourceType,Transpose
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transpose1,Reference,InstanceData,RTWMemSecFuncInitTerm,Inherit from model
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transpose1,Reference,InstanceData,RTWMemSecFuncExecute,Inherit from model
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transpose1,Reference,InstanceData,RTWMemSecDataConstants,Inherit from model
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transpose1,Reference,InstanceData,RTWMemSecDataInternal,Inherit from model
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transpose1,Reference,InstanceData,RTWMemSecDataParameters,Inherit from model
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transpose1,Reference,InstanceData,ContentPreviewEnabled,on
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume,SubSystem,Block,BlockType,SubSystem
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume,SubSystem,,Position,"[470, 110, 665, 185]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume,SubSystem,,ZOrder,555
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume,SubSystem,,ContentPreviewEnabled,on
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume,SubSystem,PortProperties/Port[out:1],Name,Volume (m3)
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/mp,Inport,Block,BlockType,Inport
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/mp,Inport,,Position,"[45, 73, 75, 87]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/mp,Inport,,ZOrder,6
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/mp,Inport,PortProperties/Port[out:1],PropagatedSignals,mp
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/rho,Inport,Block,BlockType,Inport
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/rho,Inport,,Position,"[45, 118, 75, 132]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/rho,Inport,,ZOrder,7
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/rho,Inport,,Port,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/rho,Inport,PortProperties/Port[out:1],PropagatedSignals,rho
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/Add,Sum,Block,BlockType,Sum
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/Add,Sum,,Position,"[180, 22, 200, 98]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/Add,Sum,,ZOrder,4
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/Add,Sum,,IconShape,rectangular
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/Divide,Product,Block,BlockType,Product
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/Divide,Product,,Position,"[250, 27, 270, 158]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/Divide,Product,,ZOrder,5
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/Divide,Product,,Inputs,*/
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/Divide,Product,PortProperties/Port[out:1],Name,Volume (m3)
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/mass (kg),Constant,Block,BlockType,Constant
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/mass (kg),Constant,,Position,"[100, 32, 145, 48]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/mass (kg),Constant,,ZOrder,3
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/mass (kg),Constant,,Value,m
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/Volume (m3),Outport,Block,BlockType,Outport
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/Volume (m3),Outport,,Position,"[380, 88, 410, 102]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Volume/Volume (m3),Outport,,ZOrder,8
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Water Density (kg/m3),InportShadow,Block,BlockType,InportShadow
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Water Density (kg/m3),InportShadow,,Position,"[110, 938, 140, 952]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Water Density (kg/m3),InportShadow,,ZOrder,462
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Water Density (kg/m3),InportShadow,,Port,4
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Water Density (kg/m3),InportShadow,PortProperties/Port[out:1],Name,rho
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Water Density (kg/m3),InportShadow,PortProperties/Port[out:1],PropagatedSignals,Water Density (kg/m3)
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity,Outport,Block,BlockType,Outport
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity,Outport,,Position,"[995, 23, 1025, 37]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Relative Velocity,Outport,,ZOrder,421
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/CG corrected for payload (m),Outport,Block,BlockType,Outport
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/CG corrected for payload (m),Outport,,Position,"[995, 243, 1025, 257]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/CG corrected for payload (m),Outport,,ZOrder,8
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/CG corrected for payload (m),Outport,,Port,2
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Inertial Matrix (hull and payload) in CO,Outport,Block,BlockType,Outport
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Inertial Matrix (hull and payload) in CO,Outport,,Position,"[995, 743, 1025, 757]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Inertial Matrix (hull and payload) in CO,Outport,,ZOrder,188
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Inertial Matrix (hull and payload) in CO,Outport,,Port,3
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Inertials,Outport,Block,BlockType,Outport
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Inertials,Outport,,Position,"[995, 578, 1025, 592]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Inertials,Outport,,ZOrder,339
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Inertials,Outport,,Port,4
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO,Outport,Block,BlockType,Outport
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO,Outport,,Position,"[995, 338, 1025, 352]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO,Outport,,ZOrder,341
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Transform CG to CO,Outport,,Port,5
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Added Mass (Hydrodynamcis),Outport,Block,BlockType,Outport
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Added Mass (Hydrodynamcis),Outport,,Position,"[995, 698, 1025, 712]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Added Mass (Hydrodynamcis),Outport,,ZOrder,458
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Added Mass (Hydrodynamcis),Outport,,Port,6
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Spring Stiffness Matrix in CO,Outport,Block,BlockType,Outport
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Spring Stiffness Matrix in CO,Outport,,Position,"[995, 943, 1025, 957]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Spring Stiffness Matrix in CO,Outport,,ZOrder,485
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Spring Stiffness Matrix in CO,Outport,,Port,7
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies,Outport,Block,BlockType,Outport
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies,Outport,,Position,"[995, 1168, 1025, 1182]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies,Outport,,ZOrder,502
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Natural Frequencies,Outport,,Port,8
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Draft (m),Outport,Block,BlockType,Outport
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Draft (m),Outport,,Position,"[995, 1268, 1025, 1282]"
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Draft (m),Outport,,ZOrder,549
ROS2_simulink_UE5_0821/Subsystem/Vessel Platform/Input Processing/Draft (m),Outport,,Port,9
